ph,Hardness,Conductivity,Trihalomethanes,Turbidity,date
6.897322141,211.3601667,383.0143102,90.52332986,5.02278363,2013-03-17 00:00:00
3.514545529,158.7320758,307.379142,79.85092857,3.762615331,2013-03-18 00:00:00
3.722500486,163.6397469,467.5629729,50.5779791,3.662837732,2013-03-19 00:00:00
6.455004797,176.6839728,477.5813462,57.72972383,2.293431406,2013-03-20 00:00:00
7.316804754,217.522862,425.9134002,69.50921982,3.50837265,2013-03-21 00:00:00
1.844538366,233.7643427,410.3872638,54.29944409,5.013463351,2013-03-22 00:00:00
5.519125656,168.728583,443.5703721,,3.75899586,2013-03-23 00:00:00
7.408985467,204.9617498,504.1459941,81.10693773,3.772420928,2013-03-24 00:00:00
5.976769618,258.952732,514.1189201,82.46979843,2.994671096,2013-03-25 00:00:00
6.395359132,133.8342291,573.4002951,95.02660928,4.191217515,2013-03-26 00:00:00
6.20964226,195.4177209,417.241656,70.54738691,3.612519615,2013-03-27 00:00:00
6.762832522,232.0751766,465.4137746,64.81225738,4.916579161,2013-03-28 00:00:00
9.918717064,199.1812511,430.5077069,59.29227327,3.385508444,2013-03-29 00:00:00
10.15544017,300.2924758,487.459131,67.91978869,5.00246726,2013-03-30 00:00:00
8.721726711,206.3696824,506.9383527,42.38148394,2.555026904,2013-03-31 00:00:00
,197.9797828,575.1146944,69.10983568,4.383921814,2013-04-01 00:00:00
,199.1078856,420.7095912,55.29428327,3.355164642,2013-04-02 00:00:00
6.099646705,237.9199268,291.1048366,93.13800948,3.172789769,2013-04-03 00:00:00
9.02678772,253.2170742,588.3196505,59.12445085,2.019042018,2013-04-04 00:00:00
6.953371603,203.1465468,551.1433372,55.95800559,3.651865808,2013-04-05 00:00:00
6.140877557,197.8760897,548.0727613,41.26364788,5.359460295,2013-04-06 00:00:00
7.077874007,220.6705396,333.0507859,90.29777033,4.764508265,2013-04-07 00:00:00
5.488314309,135.8023617,441.3311375,88.28734556,5.066786272,2013-04-08 00:00:00
7.205559175,120.3276153,418.4332899,63.73373237,3.710053126,2013-04-09 00:00:00
9.177869866,163.2748283,426.9943932,62.43092616,3.108769988,2013-04-10 00:00:00
4.270716195,166.8377085,349.5189104,54.47483954,3.763905903,2013-04-11 00:00:00
7.348844512,223.2649397,494.1584341,73.71552202,4.880875156,2013-04-12 00:00:00
8.52616987,175.6128363,474.2404823,52.37220111,5.083014142,2013-04-13 00:00:00
,169.0419175,590.7487872,103.1504626,3.995973787,2013-04-14 00:00:00
2.612035915,188.8041257,468.0802666,49.52376998,4.76520537,2013-04-15 00:00:00
8.490571562,204.1236484,435.0008983,62.42163706,3.875556805,2013-04-16 00:00:00
,213.5419323,463.3988471,69.61584964,3.398592587,2013-04-17 00:00:00
8.858401531,254.6175187,344.3033625,78.10854982,5.525726338,2013-04-18 00:00:00
6.098156521,189.995846,245.859632,73.42463246,3.977362364,2013-04-19 00:00:00
8.419970682,185.7189888,463.6472774,48.78311166,3.962478314,2013-04-20 00:00:00
9.286155021,222.6615514,353.7401,,5.23998187,2013-04-21 00:00:00
7.875895135,226.2847878,445.3741474,63.12804403,4.238589203,2013-04-22 00:00:00
7.725332908,252.2654912,339.4113267,60.48388466,3.724836704,2013-04-23 00:00:00
3.388090611,212.0289445,353.9129274,82.38787399,2.798600948,2013-04-24 00:00:00
6.745306715,218.424637,373.0501016,74.08607997,3.90235259,2013-04-25 00:00:00
,190.4238985,263.7719135,67.0555584,5.629015636,2013-04-26 00:00:00
7.183825723,261.8507998,290.4238384,82.0251158,4.597165512,2013-04-27 00:00:00
10.1119767,240.4321002,403.0418101,61.11114634,3.425763242,2013-04-28 00:00:00
7.397413299,122.5410399,489.8516004,,3.14915751,2013-04-29 00:00:00
7.812804388,196.583886,442.5457745,,6.204846359,2013-04-30 00:00:00
6.877456933,136.8792139,342.1963466,81.19341217,3.827650072,2013-05-01 00:00:00
,146.9702452,468.9450148,49.56196889,4.664350321,2013-05-02 00:00:00
,230.8094825,274.6605966,72.37690878,4.197595209,2013-05-03 00:00:00
7.521051679,267.0596474,505.7093717,57.03778017,2.880785347,2013-05-04 00:00:00
8.550875469,231.2487868,432.28527,73.14946432,3.772886607,2013-05-05 00:00:00
10.30847766,217.2197464,382.9515048,59.57603991,3.285077052,2013-05-06 00:00:00
,252.670469,465.2166206,84.19860653,5.052736766,2013-05-07 00:00:00
7.371085073,207.7168244,363.1685384,67.72070438,4.412589537,2013-05-08 00:00:00
11.18069466,228.3008604,504.0505391,110.7392993,3.809841654,2013-05-09 00:00:00
6.506487767,202.2859379,481.7719343,46.20574791,3.548775589,2013-05-10 00:00:00
6.643935775,151.8896001,437.9090052,64.2039637,3.812952926,2013-05-11 00:00:00
5.03377399,155.3214775,500.6373262,63.19330599,3.244948477,2013-05-12 00:00:00
6.912607562,155.7404952,439.6480512,55.50746847,2.612248953,2013-05-13 00:00:00
7.977635991,245.8951304,473.6624528,23.8170199,3.5521295,2013-05-14 00:00:00
6.078335837,197.5019119,360.0604774,41.86595951,4.201580906,2013-05-15 00:00:00
6.242414484,191.9087295,448.2425267,60.93948098,4.508705098,2013-05-16 00:00:00
6.06335479,160.7673113,327.2702387,69.03845387,3.467336915,2013-05-17 00:00:00
8.129585514,177.8989666,397.0214276,81.3907585,3.362537135,2013-05-18 00:00:00
9.562405944,202.0136426,433.3816667,63.54899266,3.762719837,2013-05-19 00:00:00
8.167792632,200.9137547,525.5987875,66.23143554,4.289395484,2013-05-20 00:00:00
8.594416135,270.0227059,672.5569992,54.96128525,3.568991708,2013-05-21 00:00:00
,167.3861273,566.339294,,3.679795035,2013-05-22 00:00:00
6.825467901,187.0517097,373.4272355,58.75220132,3.027449578,2013-05-23 00:00:00
7.861177701,204.2742411,469.4869612,86.16729829,4.157656628,2013-05-24 00:00:00
4.96577356,220.8486386,386.4133315,53.90817735,3.421766849,2013-05-25 00:00:00
6.207432968,192.9370271,533.7958508,60.48503329,3.549298841,2013-05-26 00:00:00
,157.0012874,490.9097122,71.96926138,4.417559791,2013-05-27 00:00:00
9.769251006,264.2656543,353.1964755,52.64545853,4.636556195,2013-05-28 00:00:00
9.63066548,152.8624335,417.1670729,89.99757422,4.920091158,2013-05-29 00:00:00
5.187471605,104.752425,368.8154286,98.65664588,3.203257896,2013-05-30 00:00:00
7.633570088,199.6529996,420.5341718,100.242706,2.927066767,2013-05-31 00:00:00
5.77119905,155.0508931,313.7019343,85.68830345,4.688959065,2013-06-01 00:00:00
6.579969329,197.2269809,254.3932756,73.74971647,4.575931872,2013-06-02 00:00:00
4.801154368,180.7728708,587.3950117,62.02818652,4.418638132,2013-06-03 00:00:00
7.948815718,238.2364097,434.6554586,67.30404028,3.692250861,2013-06-04 00:00:00
6.906992172,216.7852908,356.4591369,61.12264363,2.124759352,2013-06-05 00:00:00
,281.268667,395.3417753,67.12516778,4.444350199,2013-06-06 00:00:00
,190.7794599,399.2713589,61.88663599,3.463172548,2013-06-07 00:00:00
8.461330874,212.5813664,477.3433686,,3.771944146,2013-06-08 00:00:00
7.726134808,233.9478637,472.2589937,36.57803789,3.720636904,2013-06-09 00:00:00
,247.6615733,438.8657751,64.94900818,3.777737414,2013-06-10 00:00:00
8.927078148,241.875105,380.1972,75.85706782,4.601860959,2013-06-11 00:00:00
6.20801554,153.2211063,481.1956735,62.71819917,4.334615732,2013-06-12 00:00:00
6.128425635,141.4924095,415.0087369,50.69392671,4.633823862,2013-06-13 00:00:00
,202.2548328,416.5889058,62.76552953,2.678910713,2013-06-14 00:00:00
7.308048848,274.7049505,415.6072778,68.93722695,3.696119712,2013-06-15 00:00:00
,170.0992357,515.386742,40.51417236,4.353238589,2013-06-16 00:00:00
8.640886409,201.5687241,309.9832868,68.66492348,5.263101572,2013-06-17 00:00:00
,205.5094572,482.3300548,70.58060723,4.102529482,2013-06-18 00:00:00
8.153210075,127.1448918,487.9083272,90.61935439,2.905788134,2013-06-19 00:00:00
8.29372011,206.1604149,399.4836212,79.95451096,3.954715283,2013-06-20 00:00:00
,233.850345,332.7375865,77.52994451,3.310858508,2013-06-21 00:00:00
,237.6773831,344.7679244,72.69624049,3.706601792,2013-06-22 00:00:00
9.489972878,234.0699652,277.9700697,81.42717402,4.219967522,2013-06-23 00:00:00
7.830976343,190.7990441,507.4454883,85.0095059,4.588784657,2013-06-24 00:00:00
4.430281212,139.6857588,434.7812671,63.04250092,4.384565156,2013-06-25 00:00:00
7.240739639,201.1868045,579.2203941,62.6502355,3.556297467,2013-06-26 00:00:00
,260.2053596,251.0208987,48.65189043,3.665521764,2013-06-27 00:00:00
6.867301322,174.1849764,484.1229389,65.30441362,3.82359504,2013-06-28 00:00:00
6.129637015,200.2781822,341.3885767,79.55361207,4.615886181,2013-06-29 00:00:00
7.917049443,278.056321,358.7817362,56.83960203,3.659484625,2013-06-30 00:00:00
6.511618075,181.8734217,475.3413507,52.43761714,4.850433708,2013-07-01 00:00:00
5.323815584,232.36858,580.8977004,55.31001941,2.880721846,2013-07-02 00:00:00
6.769572869,168.9370725,289.5424601,62.00157128,5.22054027,2013-07-03 00:00:00
5.87797404,141.6152867,538.4954044,67.90725801,4.032259504,2013-07-04 00:00:00
9.534021716,201.955208,259.6368031,,2.768238928,2013-07-05 00:00:00
6.340027628,225.0281485,435.5004571,80.67031136,3.686001324,2013-07-06 00:00:00
8.66159243,284.0983515,512.2773101,72.46576277,3.67043101,2013-07-07 00:00:00
5.653506135,146.5902323,272.4405583,87.82258511,5.198985504,2013-07-08 00:00:00
6.626012184,112.2994855,327.2480786,85.78510284,4.194313129,2013-07-09 00:00:00
7.793833573,176.8664829,371.216973,76.28807631,4.172935335,2013-07-10 00:00:00
7.59312765,261.5661726,387.6295723,51.83094808,3.377337638,2013-07-11 00:00:00
7.362736502,185.692181,419.2584481,64.67891377,4.408513182,2013-07-12 00:00:00
9.320305445,129.8238585,499.8441671,82.8375829,4.205809732,2013-07-13 00:00:00
3.719791644,248.8592673,427.4959312,38.6049369,2.718397734,2013-07-14 00:00:00
6.655605026,216.4411715,336.8314548,71.70430486,2.951644715,2013-07-15 00:00:00
9.868877881,214.1662353,424.2928308,70.0705141,3.355489791,2013-07-16 00:00:00
5.590614436,229.1921395,469.4130904,76.9927158,4.726845017,2013-07-17 00:00:00
5.554436511,229.1228286,306.872526,87.27337543,2.095914087,2013-07-18 00:00:00
4.126528715,125.4748835,445.2414569,86.43365536,4.460200984,2013-07-19 00:00:00
5.970035657,230.4493293,327.786642,39.55424883,5.428674072,2013-07-20 00:00:00
,229.7713495,448.8460364,,4.600927569,2013-07-21 00:00:00
8.369154354,183.5003784,493.4654399,87.02941032,3.629749331,2013-07-22 00:00:00
6.284248242,190.0176486,395.2610634,58.92772621,3.377132289,2013-07-23 00:00:00
11.26782838,161.8963622,316.5358711,25.52526693,4.153347001,2013-07-24 00:00:00
9.298018008,163.0388346,399.4773578,83.92316815,3.681324244,2013-07-25 00:00:00
7.895469246,154.2657803,407.7322172,63.01601758,4.2369473,2013-07-26 00:00:00
7.947485786,269.809407,425.627814,56.63581132,3.70085384,2013-07-27 00:00:00
10.02615916,224.2663577,517.5128415,65.36345158,4.182277582,2013-07-28 00:00:00
6.48819324,225.4819088,324.5098409,97.11286019,4.592073571,2013-07-29 00:00:00
5.869736755,207.7254552,465.6164808,77.82273707,4.689315048,2013-07-30 00:00:00
,220.8137025,382.197839,86.9901344,3.659974812,2013-07-31 00:00:00
5.30414266,160.9683582,497.7903905,61.11551322,4.165723664,2013-08-01 00:00:00
7.533614823,186.9182451,363.5063443,49.5743083,3.462763987,2013-08-02 00:00:00
4.077607725,207.8380479,288.3651931,35.82455649,2.758658531,2013-08-03 00:00:00
,105.8592636,358.8887676,71.11989017,3.87385335,2013-08-04 00:00:00
7.086168401,189.1453777,400.9043497,63.90228825,3.416539753,2013-08-05 00:00:00
6.271012171,213.444685,543.3917436,84.57886851,5.303581361,2013-08-06 00:00:00
7.957768344,276.7335689,514.421722,60.55969904,3.450745892,2013-08-07 00:00:00
8.875642278,228.9215872,474.772519,52.57886002,4.006991559,2013-08-08 00:00:00
,192.447171,462.4024491,53.18591655,4.358298341,2013-08-09 00:00:00
6.613709118,141.1289215,374.7703158,74.2992498,3.539771111,2013-08-10 00:00:00
7.735705022,137.3181658,595.3292635,63.04277916,2.148611536,2013-08-11 00:00:00
9.925041328,238.7133934,405.9001841,59.46266898,4.703803489,2013-08-12 00:00:00
9.00258311,202.9907653,366.4917287,55.69739952,4.904837415,2013-08-13 00:00:00
5.095766465,273.4084481,513.8775793,61.42518695,4.35219347,2013-08-14 00:00:00
8.594677108,263.7645927,588.8527329,86.19163513,4.754072499,2013-08-15 00:00:00
7.083779061,112.820254,434.7477154,94.1603073,3.887680685,2013-08-16 00:00:00
7.682872498,180.7013755,469.8356255,61.8020951,3.778606788,2013-08-17 00:00:00
,133.8131148,415.2117346,92.97576168,3.313199022,2013-08-18 00:00:00
6.419772474,208.7602476,523.6001756,,3.095233157,2013-08-19 00:00:00
4.443238899,178.9562058,429.544773,56.34768853,3.268324836,2013-08-20 00:00:00
6.978664262,183.2427962,470.0787053,65.99571677,4.766943236,2013-08-21 00:00:00
6.623613566,203.0301413,410.2432475,65.02122897,2.915165951,2013-08-22 00:00:00
3.664710562,201.0973162,291.1484489,75.10180148,3.316157657,2013-08-23 00:00:00
4.814135621,205.2140411,414.030709,47.40266587,5.190851805,2013-08-24 00:00:00
5.779673705,199.5860803,428.5532485,64.8727034,4.656377233,2013-08-25 00:00:00
6.937818783,177.5781419,439.624998,83.1632417,3.724089564,2013-08-26 00:00:00
7.436782609,208.094004,522.79373,65.31127723,3.727663719,2013-08-27 00:00:00
4.723312573,252.274895,411.2950246,66.72840154,3.917586695,2013-08-28 00:00:00
9.380658051,265.0612161,503.1706154,99.01600307,4.034349047,2013-08-29 00:00:00
7.810144933,187.3150477,351.1860809,68.48548029,4.033773709,2013-08-30 00:00:00
9.436637164,143.7884118,469.7613277,66.07797804,4.41111744,2013-08-31 00:00:00
9.406325753,216.7621587,347.9830783,32.10829248,3.097277957,2013-09-01 00:00:00
6.321259315,207.2577096,491.7653132,74.502808,4.501457204,2013-09-02 00:00:00
,217.369746,409.2207765,18.40001219,3.605154199,2013-09-03 00:00:00
4.705356496,103.173587,370.1781664,93.90048587,3.437450134,2013-09-04 00:00:00
8.896418988,222.2562929,425.2268617,,3.700945733,2013-09-05 00:00:00
6.581878202,272.9827447,351.4768394,79.2610265,4.201662864,2013-09-06 00:00:00
6.755145902,231.2601313,385.1146477,79.30243573,5.162729749,2013-09-07 00:00:00
9.445129838,145.8054024,592.659021,77.57745951,3.875165247,2013-09-08 00:00:00
9.024845037,128.0966912,451.143481,73.77802565,3.985250506,2013-09-09 00:00:00
,169.974849,475.5735624,50.86191298,2.747312999,2013-09-10 00:00:00
6.80011909,242.0080815,376.4565931,73.77727503,3.8549399,2013-09-11 00:00:00
7.174135163,203.4089346,315.5499,74.40561603,3.939895657,2013-09-12 00:00:00
7.657991237,236.9608892,416.6241889,85.85276861,2.437296288,2013-09-13 00:00:00
8.322986672,207.2524622,358.7258688,60.91142039,4.052135728,2013-09-14 00:00:00
5.934279093,223.8581252,277.3845373,66.62394365,5.217895024,2013-09-15 00:00:00
9.802720782,98.77164353,512.4287308,59.45443977,2.764633881,2013-09-16 00:00:00
6.101955231,215.2680896,417.8435527,62.50564153,3.53559633,2013-09-17 00:00:00
4.997770601,280.0824107,297.61154,70.56027461,3.404632906,2013-09-18 00:00:00
4.815766791,217.6870932,481.4808283,77.6933736,4.375223811,2013-09-19 00:00:00
6.548020558,278.5851052,497.3217528,79.3236784,3.611860372,2013-09-20 00:00:00
13.17540172,47.432,500.2459518,,4.10692449,2013-09-21 00:00:00
6.618010906,233.6616359,401.6697906,73.19192051,4.437695749,2013-09-22 00:00:00
7.788054733,212.6914573,359.5690815,83.85633634,3.368757217,2013-09-23 00:00:00
5.191834327,211.0941848,388.7165795,83.50540623,3.859800939,2013-09-24 00:00:00
5.626339528,230.8579828,346.5532064,43.19518163,1.943318777,2013-09-25 00:00:00
6.869638941,251.2934475,539.4668769,56.40970792,4.726702454,2013-09-26 00:00:00
9.058628424,155.3575571,463.389256,83.17518934,3.65213447,2013-09-27 00:00:00
7.291888325,127.5442971,439.6493286,59.55632952,5.328712788,2013-09-28 00:00:00
7.275908774,175.2203765,373.3456926,56.79928677,5.062297798,2013-09-29 00:00:00
6.512737124,229.263861,479.5012786,66.66857615,4.612963629,2013-09-30 00:00:00
7.207886781,175.8702941,468.5628288,71.14666068,3.762741072,2013-10-01 00:00:00
,156.5206348,629.2812475,42.34016996,3.772919265,2013-10-02 00:00:00
5.324941856,280.0896549,392.4214958,55.08466785,4.427137926,2013-10-03 00:00:00
7.082300649,169.4689273,353.0303803,30.38909611,3.485577388,2013-10-04 00:00:00
5.33418358,224.7879362,360.1791773,67.15475113,5.091357101,2013-10-05 00:00:00
10.7618978,81.71089527,392.7040818,52.24697244,4.661798516,2013-10-06 00:00:00
6.286806948,258.3000516,563.4347751,73.51665351,4.104863275,2013-10-07 00:00:00
9.794558699,129.8709584,427.1239484,78.71146943,2.945418738,2013-10-08 00:00:00
8.210443565,167.1021915,391.0688736,61.05821029,4.97605516,2013-10-09 00:00:00
6.941719438,173.3343894,374.4853324,,4.563183171,2013-10-10 00:00:00
10.35611883,136.3237517,365.7202915,77.35985434,4.201849441,2013-10-11 00:00:00
7.958984292,171.4836247,327.623881,107.7540426,4.698007916,2013-10-12 00:00:00
3.882631081,243.8079497,341.2911163,60.10996798,3.734001387,2013-10-13 00:00:00
5.671773833,216.0428111,372.5352428,77.45788496,3.833159746,2013-10-14 00:00:00
10.00330054,143.0942854,574.5550413,36.7676707,4.746381859,2013-10-15 00:00:00
6.552847474,198.8069397,477.1639068,78.17306259,4.687986155,2013-10-16 00:00:00
7.628552723,156.7936942,495.9669861,65.60484125,4.182057148,2013-10-17 00:00:00
4.79084054,268.7208812,608.8468563,83.70223599,3.258858945,2013-10-18 00:00:00
7.710959939,181.9381256,516.2840829,58.24173419,4.28894682,2013-10-19 00:00:00
8.291299006,211.2170343,475.9091299,66.61298363,3.424701921,2013-10-20 00:00:00
6.193170101,225.6834218,389.4059776,76.45781594,3.466645288,2013-10-21 00:00:00
9.032660579,121.4414415,390.6572261,63.125617,4.927218272,2013-10-22 00:00:00
6.139493741,236.6740259,416.2388206,106.0372225,3.260906853,2013-10-23 00:00:00
7.12942473,178.3723523,323.2989152,69.15760946,3.418610803,2013-10-24 00:00:00
,191.2852176,509.4068215,84.10773756,4.109590274,2013-10-25 00:00:00
5.418503763,187.7768087,454.5202956,103.3730053,4.506539591,2013-10-26 00:00:00
8.075494508,195.8049958,321.7483389,72.73442314,3.682919645,2013-10-27 00:00:00
,225.287704,291.3537014,72.5085229,4.081701398,2013-10-28 00:00:00
10.04967372,132.8328367,442.7680497,92.17616984,5.133477823,2013-10-29 00:00:00
5.667650647,229.9283665,554.1205362,54.43670238,3.633213756,2013-10-30 00:00:00
,181.6891637,417.6312019,72.92328888,3.807920062,2013-10-31 00:00:00
8.923980608,135.9384675,415.6294838,69.31487958,4.15558319,2013-11-01 00:00:00
6.428866313,225.6130938,466.0443992,87.16363085,4.184783372,2013-11-02 00:00:00
6.960603502,201.7154525,468.5913885,89.68619627,4.978820188,2013-11-03 00:00:00
5.873675846,203.3299282,420.2912301,65.2295512,5.412090885,2013-11-04 00:00:00
6.79546901,187.7830201,498.665928,55.40111272,5.163088154,2013-11-05 00:00:00
10.04102797,113.8311122,557.4860613,75.23322131,3.807562606,2013-11-06 00:00:00
,273.2556208,485.6472319,52.16423594,4.124780678,2013-11-07 00:00:00
7.296037734,235.7351929,385.6143207,89.62355084,4.168526118,2013-11-08 00:00:00
,161.8264761,375.7807164,86.69845685,3.497577391,2013-11-09 00:00:00
5.862641233,185.0652199,331.5701387,59.60581211,5.50742094,2013-11-10 00:00:00
7.292141805,174.480427,435.1080173,81.69010445,4.466912564,2013-11-11 00:00:00
8.062805643,200.493112,510.4144025,40.99280881,4.471842,2013-11-12 00:00:00
7.82197094,157.1815455,294.6365314,72.56837619,3.532958335,2013-11-13 00:00:00
11.301794,77.4595861,410.8561139,53.12125964,3.309580397,2013-11-14 00:00:00
6.593764313,233.5141325,489.7034439,46.46398161,2.346578095,2013-11-15 00:00:00
9.161088613,119.8419046,379.7251816,54.58073576,4.888061137,2013-11-16 00:00:00
,144.815264,290.8894718,67.58734608,5.922581692,2013-11-17 00:00:00
4.642953052,307.7060241,439.9444081,60.14584226,3.982867293,2013-11-18 00:00:00
7.798453676,188.3949423,507.1786883,85.17766213,4.107267203,2013-11-19 00:00:00
5.564342491,256.20883,369.5555133,51.1503444,2.285987849,2013-11-20 00:00:00
7.886591227,213.0525907,326.1153502,64.6625007,4.589983508,2013-11-21 00:00:00
7.443189014,193.1247989,430.4872957,72.07558551,2.664832796,2013-11-22 00:00:00
3.657123133,275.7671418,426.2311291,55.69489291,3.31462973,2013-11-23 00:00:00
9.597191857,167.088976,335.1976082,50.64244747,5.145152871,2013-11-24 00:00:00
6.964225943,212.7644944,378.0855456,72.08900098,3.990437572,2013-11-25 00:00:00
7.672909523,152.8783051,401.1408786,64.29129182,4.268227482,2013-11-26 00:00:00
6.737004072,220.1001024,384.308673,8.175876384,4.063170289,2013-11-27 00:00:00
,163.2244663,463.7417162,61.34983192,4.135745329,2013-11-28 00:00:00
5.382489039,240.0182139,551.4762022,79.77991108,4.173330283,2013-11-29 00:00:00
